position,substitute,match_id,player.name,player.id,statistics.totalPass,statistics.accuratePass,statistics.totalLongBalls,statistics.accurateLongBalls,statistics.goalAssist,statistics.accurateOwnHalfPasses,statistics.totalOwnHalfPasses,statistics.accurateOppositionHalfPasses,statistics.totalOppositionHalfPasses,statistics.ballRecovery,statistics.savedShotsFromInsideTheBox,statistics.saves,statistics.minutesPlayed,statistics.touches,statistics.rating,statistics.possessionLostCtrl,statistics.expectedAssists,statistics.ratingVersions.original,statistics.ratingVersions.alternative,statistics.totalShots,statistics.goalsPrevented,statistics.totalCross,statistics.duelWon,statistics.bigChanceMissed,statistics.shotOffTarget,statistics.onTargetScoringAttempt,statistics.hitWoodwork,statistics.outfielderBlock,statistics.interceptionWon,statistics.wasFouled,statistics.totalOffside,statistics.expectedGoals,statistics.expectedGoalsOnTarget,statistics.totalClearance,statistics.keyPass,statistics.aerialLost,statistics.duelLost,statistics.challengeLost,statistics.errorLeadToAGoal,statistics.unsuccessfulTouch,statistics.aerialWon,statistics.fouls,statistics.totalContest,statistics.wonContest,statistics.dispossessed,statistics.blockedScoringAttempt,statistics.totalTackle,statistics.wonTackle,statistics.accurateCross,statistics.bigChanceCreated,statistics.goodHighClaim,statistics.totalKeeperSweeper,statistics.accurateKeeperSweeper,statistics.errorLeadToAShot,statistics.goals,statistics.crossNotClaimed,statistics.punches,statistics.clearanceOffLine,statistics.penaltyWon,statistics.penaltyConceded,statistics.penaltyFaced,statistics.lastManTackle,statistics.penaltyMiss,statistics.penaltySave,statistics.ownGoals
D,False,12437820,Sergi Gómez,125625,25.0,20.0,4.0,1.0,0,19.0,20.0,1.0,5.0,,,,90,35.0,6.7,5.0,0.00042491,6.7,6.4,0,,,2.0,,,,,,1.0,,,,,8.0,,2.0,3.0,,,,1.0,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,
D,False,12437820,Marash Kumbulla,893642,36.0,30.0,9.0,4.0,0,22.0,22.0,8.0,14.0,2.0,,,90,55.0,8.4,7.0,0.00435009,8.4,8.5,1,,,9.0,,,1.0,,2.0,2.0,2.0,,0.5547,0.9057,9.0,,3.0,3.0,,,1.0,5.0,1.0,,,,,2.0,2.0,,,,,,,1.0,,,,,,,,,,
D,False,12437820,Carlos Romero,1396048,33.0,22.0,1.0,,0,9.0,10.0,14.0,28.0,1.0,,,90,62.0,6.8,20.0,0.0616327,6.8,6.9,1,,5.0,5.0,,1.0,,,,1.0,,,0.0246,,2.0,,1.0,5.0,2.0,,,1.0,,2.0,1.0,1.0,,3.0,3.0,1.0,,,,,,,,,,,,,,,,
M,False,12437820,José Gragera,966940,24.0,21.0,,,0,12.0,13.0,9.0,11.0,3.0,,,90,40.0,7.2,3.0,0.00660338,7.2,7.7,0,,,13.0,,,,,,,2.0,,,,5.0,,3.0,5.0,1.0,,,5.0,1.0,,,,,6.0,5.0,,,,,,,,,,,,,,,,,
M,False,12437820,Pol Lozano,826010,31.0,23.0,5.0,2.0,0,11.0,15.0,14.0,18.0,4.0,,,75,40.0,7.0,9.0,0.0985147,7.0,6.9,0,,2.0,5.0,,,,,,,,,,,,3.0,2.0,5.0,1.0,,,1.0,1.0,,,1.0,,4.0,3.0,2.0,,,,,,,,,,,,,,,,
M,False,12437820,Jofre Carreras,1019236,15.0,12.0,,,1,3.0,4.0,10.0,13.0,5.0,,,83,37.0,8.5,11.0,0.556055,8.5,8.5,2,,2.0,6.0,,1.0,1.0,,,1.0,5.0,,0.1648,0.1974,1.0,2.0,,6.0,2.0,,3.0,,2.0,3.0,1.0,2.0,,,,1.0,1.0,,,,,1.0,,,,,,,,,,
M,False,12437820,Alex Král,825740,19.0,16.0,,,0,4.0,4.0,12.0,17.0,6.0,,,90,40.0,7.3,7.0,0.0565744,7.3,7.1,1,,2.0,7.0,,1.0,,,,2.0,1.0,,0.0153,,2.0,,1.0,3.0,,,1.0,1.0,2.0,1.0,1.0,1.0,,4.0,2.0,,,,,,,,,,,,,,,,,
M,False,12437820,Irvin Cardona,605552,10.0,7.0,,,1,3.0,3.0,5.0,9.0,2.0,,,55,21.0,7.1,7.0,0.0435545,7.1,6.5,2,,2.0,2.0,1.0,1.0,1.0,,,,,,0.1173,0.0354,,2.0,,4.0,2.0,,2.0,,1.0,2.0,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,
F,False,12437820,Alejo Véliz,1116987,13.0,10.0,1.0,1.0,0,5.0,5.0,5.0,8.0,,,,83,22.0,6.9,5.0,0.012229,6.9,6.9,1,,,8.0,,1.0,,,,,3.0,,0.0563,,3.0,,3.0,5.0,1.0,,1.0,5.0,,,,1.0,,,,,,,,,,,,,,,,,,,,
M,True,12437820,Pere Milla,175185,12.0,7.0,3.0,1.0,0,,1.0,7.0,12.0,4.0,,,35,23.0,6.8,7.0,0.0032591,6.8,6.8,0,,1.0,3.0,,,,,2.0,,1.0,,,,1.0,,,5.0,3.0,,,,2.0,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,
F,True,12437820,Walid Cheddira,917485,3.0,1.0,,,0,1.0,2.0,,1.0,1.0,,,15,12.0,6.7,5.0,6.18e-06,6.7,6.6,0,,,3.0,,,,,,,2.0,,,,,,1.0,2.0,,,2.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,
D,True,12437820,Fernando Calero,857205,,,,,0,,,,,,,,19,8.0,6.8,,,6.8,7.1,0,,,4.0,,,,,,,1.0,,,,6.0,,1.0,1.0,,,,2.0,,,,,,1.0,,,,,,,,,,,,,,,,,,
F,True,12437820,Antoniu Roca,1099344,1.0,,,,0,,,,1.0,1.0,,,18,5.0,6.6,1.0,,6.6,6.5,0,,,2.0,,,,,,,,,,,1.0,,,,,,,,,,,,,2.0,,,,,,,1.0,,,,,,,,,,,
G,False,12437820,Dominik Greif,791046,27.0,24.0,9.0,6.0,0,19.0,20.0,5.0,7.0,7.0,1.0,1.0,90,35.0,6.2,4.0,0.0059092,6.2,5.9,0,-0.8614,,1.0,,,,,,,,,,,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,
D,False,12437820,Pablo Maffeo,788216,38.0,30.0,6.0,1.0,0,13.0,17.0,20.0,26.0,2.0,,,90,77.0,7.2,20.0,0.282562,7.2,7.0,0,,5.0,8.0,,,,,,1.0,2.0,,,,2.0,2.0,,5.0,,,,1.0,1.0,7.0,5.0,2.0,,,,3.0,,,,,,,,,,,,,,,,
D,False,12437820,Antonio Raíllo,807116,49.0,39.0,8.0,4.0,0,26.0,30.0,13.0,20.0,3.0,,,90,68.0,8.2,13.0,0.182981,8.2,7.1,3,,1.0,9.0,,,2.0,,,4.0,,,0.8429,1.7125,5.0,2.0,5.0,10.0,,,1.0,8.0,4.0,1.0,1.0,1.0,1.0,,,,1.0,,,,,1.0,,,,,,,,,,
D,False,12437820,José Copete,913695,60.0,56.0,4.0,3.0,0,40.0,41.0,16.0,20.0,1.0,,,90,72.0,6.8,5.0,0.0142804,6.8,7.0,0,,1.0,3.0,,,,,,1.0,,,,,7.0,,2.0,3.0,,,,1.0,1.0,,,,,2.0,1.0,,,,,,,,,,,,,,1.0,,,
D,False,12437820,Johan Mojica,344847,28.0,23.0,3.0,2.0,0,14.0,15.0,10.0,15.0,6.0,,,61,49.0,5.9,14.0,0.00759868,5.9,5.8,1,,2.0,1.0,,,,,,1.0,,,0.1343,,,,1.0,5.0,1.0,,6.0,,2.0,1.0,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,
M,False,12437820,Robert Navarro,944165,14.0,10.0,1.0,,0,4.0,6.0,6.0,10.0,4.0,,,61,30.0,6.5,12.0,0.0088585,6.5,6.8,0,,2.0,5.0,,,,,,,3.0,,,,,,,2.0,,,2.0,,,1.0,1.0,2.0,,1.0,1.0,,,,,,,,,,,,,,,,,
M,False,12437820,Omar Mascarell,255999,54.0,50.0,11.0,8.0,0,31.0,31.0,19.0,23.0,6.0,,,80,61.0,6.9,4.0,0.0128745,6.9,7.0,0,,,5.0,,,,,,1.0,,,,,1.0,,,4.0,1.0,,,1.0,3.0,2.0,2.0,,,2.0,1.0,,,,,,,,,,,,,,,,,
M,False,12437820,Samú Costa,988351,54.0,45.0,5.0,3.0,0,23.0,25.0,22.0,29.0,5.0,,,90,80.0,6.4,19.0,0.0145813,6.4,6.4,1,,,6.0,,,,,,2.0,2.0,,0.0183,,1.0,,2.0,11.0,1.0,,3.0,1.0,1.0,1.0,,6.0,1.0,3.0,2.0,,,,,,,,,,,,,,,,,
M,False,12437820,Sergi Darder,110783,22.0,21.0,2.0,2.0,0,10.0,10.0,12.0,17.0,1.0,,,61,34.0,6.3,9.0,0.0148033,6.3,6.4,1,,5.0,1.0,,,1.0,,,,,,0.0142,0.2084,1.0,,,5.0,1.0,,,1.0,,2.0,,2.0,,,,1.0,,,,,,,,,,,,,,,,
F,False,12437820,Dani Rodríguez,349526,15.0,13.0,,,0,6.0,7.0,7.0,11.0,2.0,,,61,24.0,6.7,5.0,0.00560546,6.7,6.6,0,,3.0,3.0,,,,,,,1.0,,,,1.0,,3.0,3.0,,,,,1.0,,,,,2.0,2.0,,,,,,,,,,,,,,,,,
F,False,12437820,Cyle Larin,790179,12.0,7.0,1.0,1.0,1,1.0,2.0,6.0,10.0,3.0,,,90,27.0,6.8,15.0,0.00347932,6.8,5.7,1,,,3.0,1.0,1.0,,,,,1.0,,0.2219,,,1.0,7.0,15.0,,,4.0,2.0,4.0,,,5.0,,,,,1.0,,,,,,,,,,,,,,,
D,True,12437820,Toni Lato,828239,15.0,12.0,1.0,1.0,0,5.0,6.0,10.0,15.0,2.0,,,29,32.0,6.9,9.0,0.144034,6.9,7.2,0,,6.0,1.0,,,,,,,,,,,,2.0,,1.0,,,1.0,,,1.0,,,,1.0,1.0,3.0,,,,,,,,,,,,,,,,
D,True,12437820,Valery Fernández,962378,9.0,7.0,,,0,,,8.0,11.0,1.0,,,29,13.0,6.5,4.0,0.0490449,6.5,6.6,0,,2.0,,,,,,,,,,,,,,,2.0,1.0,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,
F,True,12437820,Chiquinho,1015826,3.0,3.0,,,0,2.0,2.0,2.0,7.0,2.0,,,29,24.0,6.8,13.0,0.0225636,6.8,6.5,1,,6.0,4.0,,,1.0,,,,1.0,,0.1008,0.1977,,1.0,,4.0,2.0,,5.0,1.0,,3.0,3.0,2.0,,,,1.0,,,,,,,,,,,,,,,,
F,True,12437820,Abdón Prats,146852,2.0,1.0,,,0,,,1.0,2.0,,,,29,6.0,6.3,3.0,0.00061249,6.3,6.1,2,,,1.0,1.0,1.0,1.0,,,,,,0.3972,0.4574,,,3.0,6.0,,,1.0,1.0,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,
M,True,12437820,Manu Morlanes,826004,14.0,10.0,1.0,1.0,0,4.0,4.0,6.0,10.0,,,,10,15.0,6.7,4.0,0.00263868,6.7,6.5,1,,,1.0,,,,,,,,,0.0793,,,,1.0,1.0,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
G,False,12437810,David Soria,604258,20.0,9.0,19.0,8.0,0,1.0,2.0,8.0,18.0,4.0,,1.0,90,21.0,6.4,11.0,0.00289417,6.4,6.9,0,-0.4896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D,False,12437810,Djené,307702,7.0,6.0,1.0,,0,1.0,2.0,6.0,6.0,1.0,,,45,16.0,6.4,4.0,0.127382,6.4,6.5,0,,1.0,,,,,,,,,,,,1.0,,,3.0,,,,,3.0,,,,,,,1.0,,,,,,,,,,,,,,,,
D,False,12437810,Juan Berrocal,851226,16.0,8.0,6.0,1.0,0,5.0,7.0,3.0,9.0,2.0,,,83,31.0,6.9,9.0,0.0004016,6.9,6.4,0,,,7.0,,,,,,,1.0,,,,11.0,,1.0,1.0,,,1.0,5.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,
D,False,12437810,Omar Alderete,805137,31.0,18.0,12.0,6.0,0,9.0,14.0,9.0,17.0,5.0,,,90,46.0,7.1,14.0,0.0112128,7.1,7.1,2,,,6.0,,1.0,1.0,,,,,,0.0934,0.3553,7.0,,1.0,2.0,1.0,,1.0,4.0,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,
D,False,12437810,Diego Rico,350560,23.0,10.0,5.0,,0,4.0,9.0,8.0,18.0,3.0,,,90,63.0,6.5,27.0,0.082354,6.5,6.4,0,,4.0,6.0,,,,,,1.0,1.0,,,,2.0,1.0,4.0,7.0,1.0,,3.0,2.0,,2.0,1.0,1.0,,2.0,,2.0,,,,,,,,,,,,,,,,
M,False,12437810,Carles Pérez,794950,8.0,6.0,1.0,1.0,0,1.0,1.0,5.0,8.0,2.0,,,90,26.0,6.5,8.0,0.0157953,6.5,6.4,2,,1.0,6.0,,1.0,,,,,1.0,,0.0795,,4.0,,1.0,10.0,4.0,,2.0,1.0,2.0,4.0,2.0,1.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,
M,False,12437810,Mauro Arambarri,385888,24.0,9.0,7.0,2.0,0,3.0,9.0,6.0,16.0,5.0,,,90,38.0,6.6,20.0,0.00603992,6.6,6.5,1,,1.0,8.0,,,,,,,2.0,,0.0718,,2.0,1.0,4.0,7.0,,,1.0,5.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
M,False,12437810,Luis Milla,811629,23.0,19.0,5.0,1.0,0,6.0,6.0,14.0,21.0,4.0,,,90,42.0,7.0,10.0,0.333044,7.0,7.3,1,,4.0,5.0,,1.0,,,,1.0,1.0,,0.0173,,2.0,1.0,1.0,3.0,,,2.0,1.0,1.0,1.0,,,,3.0,3.0,1.0,,,,,,,,,,,,,,,,
M,False,12437810,Álex Sola,966836,15.0,11.0,3.0,1.0,1,4.0,4.0,8.0,12.0,2.0,,,74,38.0,6.4,16.0,0.447786,6.4,6.6,1,,1.0,2.0,1.0,,1.0,,,,1.0,1.0,0.1068,0.1431,1.0,2.0,2.0,9.0,2.0,,7.0,,2.0,3.0,1.0,2.0,,,,1.0,1.0,,,,,,,,,,,,,,,
F,False,12437810,Bertuğ Yıldırım,1382235,4.0,1.0,,,0,,1.0,1.0,3.0,,,,45,13.0,6.9,6.0,0.0028459,6.9,7.1,1,,,1.0,,,1.0,,,,,1.0,0.3862,0.9252,,,3.0,7.0,,,2.0,1.0,4.0,,,1.0,,,,,,,,,,1.0,,,,,,,,,,
F,False,12437810,Christantus Uche,1884145,13.0,10.0,,,0,3.0,4.0,7.0,9.0,3.0,,,74,29.0,6.6,10.0,0.019945,6.6,6.2,2,,,3.0,,1.0,,,,,1.0,1.0,0.0468,,3.0,1.0,4.0,9.0,,,2.0,1.0,2.0,2.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,
D,True,12437810,Juan Iglesias,949707,11.0,3.0,2.0,,0,1.0,3.0,3.0,9.0,1.0,,,45,26.0,6.6,14.0,0.0233278,6.6,6.4,0,,1.0,2.0,,,,,,2.0,,,,,2.0,1.0,,1.0,,,1.0,1.0,,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,
F,True,12437810,Borja Mayoral,604954,11.0,8.0,2.0,1.0,0,3.0,4.0,5.0,9.0,2.0,,,45,20.0,6.6,9.0,0.0107377,6.6,6.7,0,,2.0,4.0,,,,,,,1.0,1.0,,,,,3.0,5.0,,,2.0,1.0,,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,
M,True,12437810,Alberto Risco,1841875,6.0,4.0,2.0,1.0,0,3.0,4.0,2.0,3.0,3.0,,,16,13.0,6.2,6.0,0.013362,6.2,6.4,0,,1.0,1.0,,,,,,,,,,,,,1.0,5.0,1.0,,1.0,,,,,3.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,
F,True,12437810,Álvaro Rodriguez,1154587,8.0,3.0,,,0,,1.0,3.0,7.0,1.0,,,16,13.0,6.8,6.0,0.0110293,6.8,6.5,1,,,5.0,,,,,,,1.0,1.0,0.0249,,,1.0,3.0,6.0,,,,3.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
D,True,12437810,Nabil Aberdin,1136806,3.0,1.0,2.0,,0,,,1.0,3.0,,,,13,5.0,6.5,2.0,0.00020308,6.5,6.6,0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G,False,12437810,Sergio Herrera,294377,40.0,30.0,17.0,7.0,0,25.0,25.0,5.0,15.0,12.0,1.0,2.0,90,50.0,7.0,10.0,0.00116757,7.0,7.4,0,0.4235,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,
D,False,12437810,Jesús Areso,910267,22.0,12.0,3.0,,0,3.0,6.0,13.0,25.0,1.0,,,90,67.0,6.7,29.0,0.0916136,6.7,6.7,0,,9.0,6.0,,,,,,,1.0,,,,6.0,,,3.0,,,2.0,1.0,1.0,4.0,2.0,,,2.0,1.0,4.0,,,,,,,,,,,,,,,,
D,False,12437810,Alejandro Catena,900792,44.0,32.0,14.0,5.0,0,22.0,24.0,10.0,20.0,2.0,,,90,59.0,7.1,12.0,0.00327545,7.1,6.9,0,,,7.0,,,,,1.0,,1.0,,,,9.0,,1.0,3.0,1.0,,,3.0,1.0,,,,,3.0,2.0,,,,,,,,,,,,,,,,,
D,False,12437810,Flavien Boyomo,1067582,40.0,37.0,1.0,,0,25.0,26.0,12.0,14.0,3.0,,,90,62.0,7.4,7.0,0.00459911,7.4,7.1,0,,,11.0,,,,,2.0,1.0,3.0,,,,7.0,,3.0,6.0,,,4.0,3.0,3.0,1.0,1.0,,,4.0,4.0,,,,,,,,,,,,,,,,,
D,False,12437810,Abel Bretones,1010165,25.0,15.0,3.0,,0,7.0,8.0,9.0,19.0,3.0,,,90,53.0,6.9,16.0,0.134636,6.9,6.8,1,,2.0,7.0,,,1.0,,,,2.0,,0.0146,0.0864,4.0,1.0,1.0,6.0,2.0,,,2.0,1.0,2.0,,,,3.0,2.0,1.0,,,,,,,,,,,,,,,,
M,False,12437810,Pablo Ibáñez,1084381,31.0,15.0,4.0,,0,6.0,13.0,10.0,20.0,10.0,,,90,51.0,6.9,19.0,0.0184342,6.9,6.6,1,,2.0,15.0,,1.0,,,,1.0,2.0,,0.1453,,1.0,,7.0,10.0,1.0,,,6.0,,2.0,1.0,1.0,,6.0,2.0,1.0,,,,,,,,,,,,,,,,
M,False,12437810,Lucas Torró,187313,32.0,24.0,5.0,2.0,0,16.0,20.0,8.0,12.0,3.0,,,59,35.0,6.5,9.0,0.00487245,6.5,6.5,0,,,4.0,,,,,,,1.0,,,,,,1.0,2.0,,,1.0,3.0,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,
M,False,12437810,Aimar Oroz,985329,28.0,24.0,3.0,,0,9.0,10.0,15.0,18.0,,,,79,39.0,6.3,9.0,0.0121215,6.3,6.3,0,,,3.0,,,,,,,2.0,,,,,,2.0,6.0,2.0,,3.0,,,,,2.0,,1.0,1.0,,,,,,,,,,,,,,,,,
F,False,12437810,Rubén García,260031,24.0,18.0,4.0,3.0,0,9.0,9.0,10.0,20.0,2.0,,,58,34.0,6.9,10.0,0.0307637,6.9,6.8,0,,5.0,2.0,,,,,,1.0,,,,,1.0,1.0,,1.0,1.0,,,1.0,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,
F,False,12437810,Ante Budimir,37318,17.0,9.0,,,0,2.0,3.0,7.0,15.0,2.0,,,90,34.0,7.3,16.0,0.0332537,7.3,7.5,3,,1.0,7.0,,2.0,1.0,,,,,,0.1024,0.424,2.0,1.0,8.0,12.0,,,4.0,5.0,1.0,3.0,1.0,1.0,,1.0,,,,,,,,1.0,,,,,,,,,,
F,False,12437810,Bryan Zaragoza,1084730,13.0,5.0,2.0,1.0,1,1.0,3.0,4.0,12.0,,,,79,29.0,7.3,13.0,0.0101295,7.3,7.2,0,,2.0,7.0,,,,,,,3.0,,,,2.0,1.0,,2.0,1.0,,2.0,,,4.0,3.0,,,1.0,1.0,,,,,,,,,,,,,,,,,
F,True,12437810,Raúl García de Haro,997280,3.0,,,,0,,,,3.0,,,,32,5.0,6.5,5.0,,6.5,6.5,0,,,1.0,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
M,True,12437810,Jon Moncayola,976141,10.0,6.0,2.0,,0,2.0,2.0,4.0,10.0,1.0,,,31,18.0,6.6,8.0,0.00279976,6.6,6.4,0,,2.0,2.0,,,,,,2.0,1.0,,,,,,1.0,2.0,,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
D,True,12437810,Rubén Peña,255973,1.0,,,,0,,1.0,,1.0,,,,11,6.0,6.7,3.0,,6.7,6.6,1,,1.0,2.0,,1.0,,,,,,,0.0769,,,,1.0,1.0,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
M,True,12437810,Moi Gómez,149370,4.0,2.0,,,0,,1.0,3.0,4.0,,,,11,7.0,6.5,3.0,0.00342701,6.5,6.5,0,,1.0,1.0,,,,,,,,,,,,,,2.0,,,,,1.0,2.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,
G,False,12437679,Karl Hein,991591,24.0,24.0,6.0,6.0,0,23.0,23.0,1.0,1.0,4.0,,1.0,90,30.0,7.2,,0.00104876,7.2,7.0,0,0.0186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D,False,12437679,Luis Pérez,843180,40.0,29.0,4.0,2.0,0,12.0,20.0,20.0,27.0,4.0,,,90,61.0,7.4,17.0,0.118407,7.4,7.0,0,,7.0,4.0,,,,,,1.0,3.0,,,,1.0,2.0,1.0,2.0,,,1.0,1.0,,1.0,,,,,,3.0,,,,,,,,,,,,,,,,
D,False,12437679,Javi Sánchez,943713,78.0,71.0,9.0,6.0,0,57.0,58.0,14.0,20.0,1.0,,,90,87.0,7.1,8.0,0.00473109,7.1,7.1,0,,,2.0,,,,,,1.0,,,,,3.0,,1.0,2.0,,,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
D,False,12437679,Flavien Boyomo,1067582,79.0,73.0,4.0,1.0,0,56.0,59.0,17.0,20.0,3.0,,,90,91.0,7.4,6.0,0.00433082,7.4,7.6,1,,,6.0,,1.0,,,1.0,,,,0.03,,1.0,,1.0,1.0,,,,1.0,,,,,,5.0,1.0,,,,,,,,,,,,,,,,,
D,False,12437679,Lucas Rosa,970860,48.0,43.0,3.0,2.0,0,29.0,31.0,15.0,22.0,3.0,,,90,73.0,7.3,13.0,0.0917675,7.3,7.2,0,,5.0,3.0,,,,,,1.0,,,,,2.0,1.0,,2.0,1.0,,1.0,,1.0,1.0,1.0,,,2.0,2.0,1.0,,,,,,,,,,,,,,,,
M,False,12437679,Kike Pérez,857178,46.0,42.0,5.0,4.0,0,25.0,26.0,17.0,22.0,1.0,,,62,55.0,7.0,7.0,0.0205398,7.0,6.6,1,,2.0,3.0,,1.0,,,1.0,,1.0,,0.1874,,,1.0,,7.0,2.0,,,,4.0,,,1.0,,2.0,1.0,,,,,,,,,,,,,,,,,
M,False,12437679,Stanko Jurić,921417,63.0,55.0,2.0,2.0,0,39.0,43.0,16.0,20.0,7.0,,,90,74.0,7.1,9.0,0.00773886,7.1,7.3,0,,,9.0,,,,,,,,,,,1.0,,1.0,6.0,2.0,,,3.0,2.0,1.0,1.0,1.0,,5.0,4.0,,,,,,,,,,,,,,,,,
M,False,12437679,Selim Amallah,801211,28.0,25.0,6.0,4.0,0,6.0,6.0,19.0,26.0,6.0,,,89,55.0,7.9,13.0,0.0138602,7.9,7.6,2,,4.0,10.0,,,2.0,,,1.0,4.0,,0.1497,0.4378,,,,6.0,1.0,,,,1.0,6.0,3.0,1.0,,3.0,2.0,,,,,,,,,,,,,,,,,
F,False,12437679,Amath Ndiaye,845168,14.0,12.0,,,0,6.0,6.0,6.0,9.0,3.0,,,62,26.0,6.8,7.0,0.0476853,6.8,6.4,2,,1.0,1.0,,2.0,,,,,1.0,,0.2492,,,1.0,,4.0,1.0,,2.0,,2.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,
F,False,12437679,Mamadou Sylla,793761,8.0,5.0,,,0,1.0,1.0,4.0,7.0,,,,61,11.0,6.6,3.0,0.00146326,6.6,6.5,0,,,2.0,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
F,False,12437679,Raúl Moro,980383,29.0,22.0,1.0,1.0,0,5.0,7.0,20.0,31.0,5.0,,,81,58.0,7.4,20.0,0.200713,7.4,7.9,2,,9.0,7.0,,1.0,,1.0,,,1.0,,0.1893,,1.0,1.0,,3.0,1.0,,4.0,1.0,,6.0,4.0,,1.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,
F,True,12437679,Juanmi Latasa,966679,8.0,6.0,,,0,3.0,3.0,3.0,5.0,,,,29,14.0,7.1,3.0,0.0203708,7.1,6.7,3,,,7.0,,3.0,,,,,2.0,,0.1997,,,,,2.0,,,,5.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,
M,True,12437679,Víctor Meseguer,1010335,17.0,17.0,1.0,1.0,0,11.0,11.0,6.0,6.0,1.0,,,28,21.0,6.7,,0.00313443,6.7,6.5,1,,,2.0,,1.0,,,,,1.0,,0.1214,,,,1.0,3.0,1.0,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,
M,True,12437679,Iván Sánchez,142018,10.0,8.0,,,0,3.0,3.0,6.0,10.0,,,,28,20.0,6.9,5.0,0.137751,6.9,6.9,0,,3.0,3.0,,,,,,,2.0,,,,,1.0,1.0,1.0,,,,,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,
F,True,12437679,Marcos André,880157,2.0,1.0,,,0,,1.0,1.0,1.0,1.0,,,9,4.0,6.5,1.0,8.26e-05,6.5,6.5,0,,,1.0,,,,,,,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,True,12437679,Chuky,1137584,,,,,0,,,1.0,1.0,,,,1,1.0,,,0.0608717,,,0,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
G,False,12437679,Juan Soriano,547246,26.0,9.0,23.0,6.0,0,3.0,3.0,6.0,23.0,14.0,2.0,2.0,90,35.0,7.3,17.0,0.00167506,7.3,7.7,0,0.4378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,
D,False,12437679,Valentin Rosier,842419,18.0,12.0,2.0,,0,5.0,9.0,7.0,9.0,3.0,,,90,46.0,7.2,9.0,0.0105399,7.2,6.9,0,,,5.0,,,,,,3.0,1.0,,,,3.0,1.0,1.0,7.0,3.0,,1.0,,2.0,2.0,2.0,1.0,,2.0,2.0,,,,,,,,,,,,,,,,,
D,False,12437679,Jorge Sáenz,592098,60.0,52.0,12.0,5.0,0,39.0,40.0,13.0,20.0,1.0,,,90,68.0,7.1,8.0,0.0102973,7.1,7.0,0,,,4.0,,,,,,,,,,,5.0,,3.0,5.0,,,,2.0,2.0,,,,,2.0,2.0,,,,,,,,,,,,,,,,,
D,False,12437679,Sergio González,377234,48.0,45.0,4.0,2.0,0,39.0,40.0,6.0,8.0,1.0,,,90,57.0,6.9,3.0,0.00219727,6.9,6.8,0,,,2.0,,,,,,,1.0,1.0,,,5.0,1.0,3.0,5.0,,,,,2.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,
